city_name	state_abbrev	county_name	latitude	longitude	timezone	dst	zipcodes	year_incorporated	year_founded
Northport	AL	Tuscaloosa County	33.260567	-87.58945	-6	1	35473,35475,35476		
Moundville	AL	Hale County	32.962981	-87.61717	-6	1	35474		
Panola	AL	Sumter County	32.915891	-88.25764	-6	1	35477		
Peterson	AL	Tuscaloosa County	33.306606	-87.453224	-6	1	35478		
Ralph	AL	Tuscaloosa County	33.102981	-87.83382	-6	1	35480		
Reform	AL	Pickens County	33.399471	-88.02086	-6	1	35481		
Samantha	AL	Tuscaloosa County	33.306606	-87.453224	-6	1	35482		
Vance	AL	Tuscaloosa County	33.197284	-87.25156	-6	1	35490		
West Greene	AL	Greene County	32.835692	-87.956884	-6	1	35491		
Jasper	AL	Walker County	33.828412	-87.27632	-6	1	35501,35502,35503,35504		
Addison	AL	Winston County	34.223057	-87.17232	-6	1	35540		
Arley	AL	Winston County	34.059527	-87.18344	-6	1	35541		
Bankston	AL	Fayette County	33.703682	-87.67155	-6	1	35542		
Bear Creek	AL	Marion County	34.247898	-87.72171	-6	1	35543		
Beaverton	AL	Lamar County	33.939291	-88.01367	-6	1	35544		
Belk	AL	Fayette County	33.641227	-87.92911	-6	1	35545		
Berry	AL	Fayette County	33.628719	-87.58251	-6	1	35546		
Brilliant	AL	Marion County	34.043457	-87.7594	-6	1	35548		
Carbon Hill	AL	Walker County	33.87798	-87.52728	-6	1	35549		
Cordova	AL	Walker County	33.754767	-87.16587	-6	1	35550		
Delmar	AL	Winston County	34.145939	-87.373241	-6	1	35551		
Detroit	AL	Lamar County	34.061266	-88.15462	-6	1	35552		
Double Springs	AL	Winston County	34.146713	-87.39317	-6	1	35553		
Eldridge	AL	Walker County	33.903299	-87.65194	-6	1	35554		
Fayette	AL	Fayette County	33.681768	-87.83026	-6	1	35555		
Glen Allen	AL	Fayette County	33.909001	-87.73186	-6	1	35559		
Goodsprings	AL	Walker County	33.679503	-87.237372	-6	1	35560		
Guin	AL	Marion County	33.972007	-87.90302	-6	1	35563		
Hackleburg	AL	Marion County	34.262751	-87.83441	-6	1	35564		
Haleyville	AL	Winston County	34.225425	-87.6118	-6	1	35565		
Hamilton	AL	Marion County	34.149717	-88.00384	-6	1	35570		
Hodges	AL	Franklin County	34.341907	-87.94612	-6	1	35571		
Houston	AL	Winston County	34.16678	-87.26526	-6	1	35572		
Kansas	AL	Walker County	33.92169	-87.524264	-6	1	35573		
Kennedy	AL	Lamar County	33.586897	-87.97695	-6	1	35574		
Lynn	AL	Winston County	34.049426	-87.57065	-6	1	35575		
Millport	AL	Lamar County	33.581135	-88.10835	-6	1	35576		
Natural Bridge	AL	Winston County	34.093409	-87.600815	-6	1	35577		
Nauvoo	AL	Walker County	33.97173	-87.45746	-6	1	35578		
Oakman	AL	Walker County	33.673236	-87.37169	-6	1	35579		
Parrish	AL	Walker County	33.701484	-87.27103	-6	1	35580		
Phil Campbell	AL	Franklin County	34.343017	-87.71277	-6	1	35581		
Red Bay	AL	Franklin County	34.448328	-88.12041	-6	1	35582		
Sipsey	AL	Walker County	33.823683	-87.08699	-6	1	35584		
Spruce Pine	AL	Franklin County	34.428048	-87.80695	-6	1	35585		
Sulligent	AL	Lamar County	33.864591	-88.13117	-6	1	35586		
Townley	AL	Walker County	33.807412	-87.446	-6	1	35587		
Vernon	AL	Lamar County	33.752857	-88.0996	-6	1	35592		
Vina	AL	Franklin County	34.369264	-88.06745	-6	1	35593		
Winfield	AL	Marion County	33.925454	-87.78949	-6	1	35594		
Decatur	AL	Morgan County	34.595332	-86.98786	-6	1	35601,35602,35603,35609,35699		1820
Anderson	AL	Lauderdale County	34.944113	-87.24921	-6	1	35610	1973	
Athens	AL	Limestone County	34.784028	-87.02767	-6	1	35611,35612,35613,35614	1818	
Belle Mina	AL	Limestone County	34.774907	-87.030479	-6	1	35615		
Cherokee	AL	Colbert County	34.748498	-87.9986	-6	1	35616		
Cloverdale	AL	Lauderdale County	34.869964	-87.706859	-6	1	35617		
Courtland	AL	Lawrence County	34.665033	-87.30978	-6	1	35618	1819	
Danville	AL	Morgan County	34.404908	-87.12915	-6	1	35619		
Elkmont	AL	Limestone County	34.930354	-86.9809	-6	1	35620	1873	
Eva	AL	Morgan County	34.334972	-86.71847	-6	1	35621		
Falkville	AL	Morgan County	34.340484	-86.89176	-6	1	35622		
Florence	AL	Lauderdale County	34.817537	-87.66253	-6	1	35630,35631,35632,35633,35634	1826	
Hartselle	AL	Morgan County	34.442184	-86.94027	-6	1	35640		
Hillsboro	AL	Lawrence County	34.648768	-87.20394	-6	1	35643		
Killen	AL	Lauderdale County	34.904208	-87.50776	-6	1	35645		
Leighton	AL	Colbert County	34.660322	-87.53577	-6	1	35646		
Lester	AL	Limestone County	34.967939	-87.11732	-6	1	35647		
Lexington	AL	Lauderdale County	34.966009	-87.38262	-6	1	35648		
Mooresville	AL	Limestone County	34.625704	-86.8784	-6	1	35649		
Moulton	AL	Lawrence County	34.496476	-87.27802	-6	1	35650	1819	
Mount Hope	AL	Lawrence County	34.476048	-87.48875	-6	1	35651		
Rogersville	AL	Lauderdale County	34.843309	-87.29937	-6	1	35652		
Russellville	AL	Franklin County	34.519453	-87.78077	-6	1	35653,35654,35659	1819	
Sheffield	AL	Colbert County	34.759738	-87.69317	-6	1	35660		
Muscle Shoals	AL	Colbert County	34.759947	-87.62705	-6	1	35661,35662	1923	
Somerville	AL	Morgan County	34.481885	-86.7525	-6	1	35670		
Tanner	AL	Limestone County	34.67373	-86.94986	-6	1	35671		
Town Creek	AL	Lawrence County	34.64248	-87.41166	-6	1	35672		
Trinity	AL	Morgan County	34.581591	-87.11884	-6	1	35673		
Tuscumbia	AL	Colbert County	34.70017	-87.7142	-6	1	35674		
Waterloo	AL	Lauderdale County	34.950648	-88.02603	-6	1	35677		
Ardmore	AL	Limestone County	34.972309	-86.81352	-6	1	35739		
Bridgeport	AL	Jackson County	34.943871	-85.73077	-6	1	35740		
Brownsboro	AL	Madison County	34.720813	-86.48932	-6	1	35741		
Capshaw	AL	Limestone County	34.813577	-86.80405	-6	1	35742		
Dutton	AL	Jackson County	34.610055	-85.91553	-6	1	35744		
Estillfork	AL	Jackson County	34.929269	-86.20726	-6	1	35745		
Fackler	AL	Jackson County	34.830058	-85.97048	-6	1	35746		
Grant	AL	Marshall County	34.500216	-86.27889	-6	1	35747		
Gurley	AL	Madison County	34.710942	-86.38995	-6	1	35748		
Harvest	AL	Madison County	34.815817	-86.76003	-6	1	35749		
Hazel Green	AL	Madison County	34.948321	-86.58988	-6	1	35750		
Hollytree	AL	Jackson County	34.815033	-86.27258	-6	1	35751		
Hollywood	AL	Jackson County	34.745259	-85.94729	-6	1	35752		
Laceys Spring	AL	Morgan County	34.520438	-86.61977	-6	1	35754		
Langston	AL	Jackson County	34.501178	-86.11516	-6	1	35755		
Madison	AL	Madison County	34.630103	-86.80159	-6	1	35756,35757,35758		
Meridianville	AL	Madison County	34.863236	-86.56137	-6	1	35759		
New Hope	AL	Madison County	34.541285	-86.39852	-6	1	35760		
New Market	AL	Madison County	34.902137	-86.44272	-6	1	35761		
Normal	AL	Madison County	34.733964	-86.522913	-6	1	35762		
Owens Cross Roads	AL	Madison County	34.624533	-86.47069	-6	1	35763		
Paint Rock	AL	Jackson County	34.694662	-86.31816	-6	1	35764		
Pisgah	AL	Jackson County	34.695645	-85.80484	-6	1	35765		
Princeton	AL	Jackson County	34.842944	-86.23149	-6	1	35766		
Ryland	AL	Madison County	34.733964	-86.522913	-6	1	35767		
Scottsboro	AL	Jackson County	34.712327	-86.08387	-6	1	35768,35769		
Section	AL	Jackson County	34.546397	-85.98279	-6	1	35771		
Stevenson	AL	Jackson County	34.877531	-85.84528	-6	1	35772		
Toney	AL	Madison County	34.90267	-86.71367	-6	1	35773		
Trenton	AL	Jackson County	34.752369	-86.22634	-6	1	35774		
Valhermoso Springs	AL	Morgan County	34.550375	-86.70576	-6	1	35775		
Woodville	AL	Jackson County	34.664895	-86.23363	-6	1	35776		
Huntsville	AL	Madison County	34.72879	-86.57316	-6	1	35801,35802,35803,35804,35805,35806,35807,35808,35809,35810,35811,35812,35813,35814,35815,35816,35824,35893,35894,35895,35896,35897,35898,35899		
Gadsden	AL	Etowah County	34.016747	-85.99282	-6	1	35901,35902,35903,35904,35905,35907		
Rainbow City	AL	Etowah County	33.943964	-86.06154	-6	1	35906		
Albertville	AL	Marshall County	34.261878	-86.22835	-6	1	35950,35951	1891	
Altoona	AL	Etowah County	34.057496	-86.32225	-6	1	35952		
Ashville	AL	Saint Clair County	33.825516	-86.24231	-6	1	35953		
Attalla	AL	Etowah County	34.043263	-86.08904	-6	1	35954		
Boaz	AL	Marshall County	34.155318	-86.13237	-6	1	35956,35957		
Bryant	AL	Jackson County	34.921827	-85.63784	-6	1	35958		
Cedar Bluff	AL	Cherokee County	34.237989	-85.61277	-6	1	35959		
Centre	AL	Cherokee County	34.141067	-85.60472	-6	1	35960		
Collinsville	AL	De Kalb County	34.279268	-85.85634	-6	1	35961		
Crossville	AL	De Kalb County	34.297717	-86.036	-6	1	35962		
Dawson	AL	De Kalb County	34.359766	-85.92825	-6	1	35963		
Douglas	AL	Marshall County	34.34962	-86.319824	-6	1	35964		
Flat Rock	AL	Jackson County	34.788306	-85.67642	-6	1	35966		
Fort Payne	AL	De Kalb County	34.429472	-85.71078	-6	1	35967,35968,35969		
Fyffe	AL	De Kalb County	34.457657	-85.92772	-6	1	35971		
Gallant	AL	Etowah County	33.987653	-86.25523	-6	1	35972		
Gaylesville	AL	Cherokee County	34.333048	-85.55172	-6	1	35973		
Geraldine	AL	De Kalb County	34.361787	-86.0098	-6	1	35974		
Groveoak	AL	De Kalb County	34.431683	-86.06169	-6	1	35975		
Guntersville	AL	Marshall County	34.350835	-86.30475	-6	1	35976		
Henagar	AL	De Kalb County	34.637589	-85.73274	-6	1	35978		
Higdon	AL	Jackson County	34.831242	-85.61564	-6	1	35979		
Horton	AL	Marshall County	34.179277	-86.36882	-6	1	35980		
Ider	AL	De Kalb County	34.717362	-85.65353	-6	1	35981		
Leesburg	AL	Cherokee County	34.189256	-85.76816	-6	1	35983		
Mentone	AL	De Kalb County	34.557735	-85.5751	-6	1	35984		
Rainsville	AL	De Kalb County	34.500878	-85.83763	-6	1	35986		
Steele	AL	Saint Clair County	33.9117	-86.24408	-6	1	35987		
Sylvania	AL	De Kalb County	34.56838	-85.79646	-6	1	35988		
Valley Head	AL	De Kalb County	34.5852	-85.65125	-6	1	35989		
Walnut Grove	AL	Etowah County	34.066644	-86.30438	-6	1	35990		
Autaugaville	AL	Autauga County	32.439967	-86.68801	-6	1	36003		
Banks	AL	Pike County	31.859531	-85.75558	-6	1	36005		
Billingsley	AL	Autauga County	32.65279	-86.7143	-6	1	36006		
Booth	AL	Autauga County	32.501649	-86.572711	-6	1	36008		
Brantley	AL	Crenshaw County	31.579451	-86.3188	-6	1	36009		
Brundidge	AL	Pike County	31.678393	-85.82425	-6	1	36010		
Cecil	AL	Montgomery County	32.295289	-85.99653	-6	1	36013		
Chapman	AL	Butler County	31.642713	-86.734317	-6	1	36015		
Clayton	AL	Barbour County	31.843675	-85.43298	-6	1	36016		
Clio	AL	Barbour County	31.692576	-85.55787	-6	1	36017		
Coosada	AL	Elmore County	32.496067	-86.33073	-6	1	36020		
Deatsville	AL	Elmore County	32.612619	-86.39497	-6	1	36022		
East Tallassee	AL	Tallapoosa County	32.800155	-85.803427	-6	1	36023	1835	
Eclectic	AL	Elmore County	32.697561	-86.016	-6	1	36024		
Elmore	AL	Elmore County	32.538878	-86.33358	-6	1	36025		
Equality	AL	Coosa County	32.776549	-86.0477	-6	1	36026		
Eufaula	AL	Barbour County	31.876168	-85.17362	-6	1	36027,36072		
Dozier	AL	Crenshaw County	31.474803	-86.37618	-6	1	36028		
Fitzpatrick	AL	Bullock County	32.214818	-85.93281	-6	1	36029		
Forest Home	AL	Butler County	31.847964	-86.86441	-6	1	36030		
Fort Davis	AL	Macon County	32.251957	-85.73589	-6	1	36031		
Fort Deposit	AL	Lowndes County	31.984289	-86.57087	-6	1	36032		
Georgiana	AL	Butler County	31.655458	-86.76737	-6	1	36033		
Glenwood	AL	Crenshaw County	31.637696	-86.13578	-6	1	36034		
Goshen	AL	Pike County	31.756986	-86.14489	-6	1	36035		
Grady	AL	Montgomery County	31.985456	-86.15741	-6	1	36036		
Greenville	AL	Butler County	31.8007	-86.60591	-6	1	36037		
Gantt	AL	Covington County	31.260882	-86.444833	-6	1	36038		
Hardaway	AL	Macon County	32.28032	-85.81979	-6	1	36039		
Hayneville	AL	Lowndes County	32.182677	-86.66877	-6	1	36040		
Highland Home	AL	Crenshaw County	31.913456	-86.30083	-6	1	36041		
Honoraville	AL	Crenshaw County	31.860078	-86.44607	-6	1	36042		
Hope Hull	AL	Montgomery County	32.22381	-86.39798	-6	1	36043		
Kent	AL	Elmore County	32.587631	-86.132981	-6	1	36045		
Lapine	AL	Montgomery County	32.025367	-86.34182	-6	1	36046		
Letohatchee	AL	Lowndes County	32.070433	-86.49437	-6	1	36047		
Louisville	AL	Barbour County	31.776734	-85.58908	-6	1	36048		
Luverne	AL	Crenshaw County	31.737407	-86.26946	-6	1	36049	1891	1889
Marbury	AL	Autauga County	32.682598	-86.47451	-6	1	36051		
Mathews	AL	Montgomery County	32.171705	-86.06661	-6	1	36052		
Midway	AL	Bullock County	32.011153	-85.46827	-6	1	36053		
Millbrook	AL	Elmore County	32.492335	-86.36692	-6	1	36054		
Mount Meigs	AL	Montgomery County	32.233377	-86.208528	-6	1	36057		
Perote	AL	Bullock County	32.092808	-85.704649	-6	1	36061		
Petrey	AL	Crenshaw County	31.74589	-86.323949	-6	1	36062		
Pike Road	AL	Montgomery County	32.318234	-86.09585	-6	1	36064		
Pine Level	AL	Montgomery County	32.042813	-86.0514	-6	1	36065		
Prattville	AL	Autauga County	32.459435	-86.42746	-6	1	36066,36067,36068		1839
Ramer	AL	Montgomery County	32.07955	-86.14911	-6	1	36069		
Rutledge	AL	Crenshaw County	31.708837	-86.38617	-6	1	36071		
Shorter	AL	Macon County	32.399994	-85.9237	-6	1	36075		
Tallassee	AL	Elmore County	32.553036	-85.9136	-6	1	36078	1835	
Troy	AL	Pike County	31.780847	-85.992	-6	1	36079,36081,36082	1843	1838
Titus	AL	Elmore County	32.691057	-86.29429	-6	1	36080		
Tuskegee	AL	Macon County	32.427987	-85.69542	-6	1	36083		
Tuskegee Institute	AL	Macon County	32.40926	-85.738032	-6	1	36087,36088		
Union Springs	AL	Bullock County	32.145437	-85.70998	-6	1	36089	1844	
Verbena	AL	Chilton County	32.759543	-86.51111	-6	1	36091		
Wetumpka	AL	Elmore County	32.592889	-86.21902	-6	1	36092,36093		
Montgomery	AL	Montgomery County	32.356988	-86.257817	-6	1	36101,36102,36103,36104,36105,36106,36107,36108,36109,36110,36111,36112,36113,36114,36115,36116,36117,36118,36119,36120,36121,36123,36124,36125,36130,36131,36132,36133,36134,36135,36140,36141,36142,36177,36191	1819	
Anniston	AL	Calhoun County	33.658803	-85.85178	-6	1	36201,36202,36203,36204,36205,36206,36207	1883	
Alexandria	AL	Calhoun County	33.766057	-85.88969	-6	1	36250		
Ashland	AL	Clay County	33.243964	-85.84503	-6	1	36251	1871	
Bynum	AL	Calhoun County	33.762195	-85.837828	-6	1	36253		
Choccolocco	AL	Calhoun County	33.657349	-85.699116	-6	1	36254		
Cragford	AL	Clay County	33.185338	-85.72548	-6	1	36255		
Daviston	AL	Tallapoosa County	33.032076	-85.69962	-6	1	36256		
De Armanville	AL	Calhoun County	33.762195	-85.837828	-6	1	36257		
Delta	AL	Clay County	33.473789	-85.71409	-6	1	36258		
Eastaboga	AL	Calhoun County	33.593189	-85.99551	-6	1	36260		
Edwardsville	AL	Cleburne County	33.706595	-85.509902	-6	1	36261		
Fruithurst	AL	Cleburne County	33.761052	-85.45227	-6	1	36262		
Graham	AL	Randolph County	33.469709	-85.36139	-6	1	36263		
Heflin	AL	Cleburne County	33.613541	-85.55457	-6	1	36264	1886	
Jacksonville	AL	Calhoun County	33.824496	-85.77037	-6	1	36265		
Lineville	AL	Clay County	33.328958	-85.72073	-6	1	36266		
Millerville	AL	Clay County	33.200704	-85.94159	-6	1	36267		
Munford	AL	Talladega County	33.51179	-85.94756	-6	1	36268		
Muscadine	AL	Cleburne County	33.740158	-85.37813	-6	1	36269		
Ohatchee	AL	Calhoun County	33.79933	-86.0286	-6	1	36271		
Piedmont	AL	Calhoun County	33.948018	-85.61491	-6	1	36272		
Ranburne	AL	Cleburne County	33.535491	-85.36312	-6	1	36273		
Roanoke	AL	Randolph County	33.159848	-85.36865	-6	1	36274		
Spring Garden	AL	Cherokee County	33.977829	-85.552143	-6	1	36275		
Wadley	AL	Randolph County	33.142612	-85.57418	-6	1	36276		
Weaver	AL	Calhoun County	33.754308	-85.81991	-6	1	36277		
Wedowee	AL	Randolph County	33.338853	-85.509	-6	1	36278		
Wellington	AL	Calhoun County	33.862349	-85.89512	-6	1	36279		
Woodland	AL	Randolph County	33.366136	-85.36501	-6	1	36280		
Dothan	AL	Houston County	31.180076	-85.4045	-6	1	36301,36302,36303,36304,36305		
Abbeville	AL	Henry County	31.599256	-85.2094	-6	1	36310		
Ariton	AL	Dale County	31.589226	-85.69097	-6	1	36311		
Ashford	AL	Houston County	31.178688	-85.2429	-6	1	36312		
Bellwood	AL	Geneva County	31.174249	-85.79562	-6	1	36313		
Black	AL	Geneva County	31.013308	-85.75742	-6	1	36314		
Chancellor	AL	Geneva County	31.172641	-85.86482	-6	1	36316		
Clopton	AL	Henry County	31.645125	-85.37812	-6	1	36317		
Coffee Springs	AL	Geneva County	31.16782	-85.94917	-6	1	36318		
Columbia	AL	Houston County	31.312599	-85.14456	-6	1	36319		
Cottonwood	AL	Houston County	31.051843	-85.31561	-6	1	36320		
Cowarts	AL	Houston County	31.202473	-85.301373	-6	1	36321		
Daleville	AL	Dale County	31.284499	-85.72111	-6	1	36322		
Elba	AL	Coffee County	31.428389	-86.07271	-6	1	36323	1853	
Enterprise	AL	Coffee County	31.32579	-85.84117	-6	1	36330,36331		1896
Geneva	AL	Geneva County	31.043454	-85.87941	-6	1	36340		
Gordon	AL	Houston County	31.087556	-85.13116	-6	1	36343		
Hartford	AL	Geneva County	31.096994	-85.7001	-6	1	36344		
Headland	AL	Henry County	31.381263	-85.3149	-6	1	36345		
Jack	AL	Coffee County	31.567171	-85.93102	-6	1	36346		
Malvern	AL	Geneva County	31.121244	-85.559235	-6	1	36349,36395		
Midland City	AL	Dale County	31.319083	-85.48718	-6	1	36350		
New Brockton	AL	Coffee County	31.406536	-85.9175	-6	1	36351		
Newton	AL	Dale County	31.262955	-85.60789	-6	1	36352		
Newville	AL	Henry County	31.453069	-85.36241	-6	1	36353		
Ozark	AL	Dale County	31.447119	-85.62908	-6	1	36360,36361	1870	
Fort Rucker	AL	Dale County	31.352676	-85.70509	-6	1	36362		
Pansey	AL	Houston County	31.141962	-85.15675	-6	1	36370		
Pinckard	AL	Dale County	31.31201	-85.54722	-6	1	36371		
Shorterville	AL	Henry County	31.52151	-85.1146	-6	1	36373		
Skipperville	AL	Dale County	31.569287	-85.48581	-6	1	36374		
Slocomb	AL	Geneva County	31.096836	-85.54403	-6	1	36375		
Webb	AL	Houston County	31.243717	-85.27681	-6	1	36376		
Lanett	AL	Chambers County	32.890759	-85.221739	-6	1	36383,36863		
Evergreen	AL	Conecuh County	31.461019	-86.96271	-6	1	36401	1873	
Andalusia	AL	Covington County	31.279043	-86.48699	-6	1	36420	1884	
Lockhart	AL	Covington County	31.045685	-86.433655	-6	1	36422,36455		
Beatrice	AL	Monroe County	31.737883	-87.17442	-6	1	36425		
Brewton	AL	Escambia County	31.129008	-87.10173	-6	1	36426,36427		
Brooklyn	AL	Conecuh County	31.466945	-87.044687	-6	1	36429		
Castleberry	AL	Conecuh County	31.291038	-87.03109	-6	1	36432		
Coy	AL	Wilcox County	31.874887	-87.4311	-6	1	36435		
Dickinson	AL	Clarke County	31.756797	-87.645	-6	1	36436		
Excel	AL	Monroe County	31.429472	-87.339329	-6	1	36439		
Flomaton	AL	Escambia County	31.023139	-87.23957	-6	1	36441		
Florala	AL	Covington County	31.042071	-86.34347	-6	1	36442		
Franklin	AL	Monroe County	31.63857	-87.46772	-6	1	36444		
Frisco City	AL	Monroe County	31.429994	-87.41631	-6	1	36445		
Fulton	AL	Clarke County	31.786539	-87.72688	-6	1	36446		
Goodway	AL	Monroe County	31.529531	-87.345345	-6	1	36449		
Grove Hill	AL	Clarke County	31.704736	-87.77773	-6	1	36451		
Kinston	AL	Coffee County	31.203287	-86.15169	-6	1	36453		
Lenox	AL	Conecuh County	31.466945	-87.044687	-6	1	36454		
Megargel	AL	Monroe County	31.361214	-87.435279	-6	1	36457		
Mexia	AL	Monroe County	31.514659	-87.408362	-6	1	36458		
Monroeville	AL	Monroe County	31.509039	-87.32416	-6	1	36460,36461,36462		
Opp	AL	Covington County	31.280048	-86.25484	-6	1	36467		
Perdue Hill	AL	Monroe County	31.514262	-87.50401	-6	1	36470		
Peterman	AL	Monroe County	31.612646	-87.24886	-6	1	36471		
Range	AL	Conecuh County	31.306814	-87.20327	-6	1	36473		
Red Level	AL	Covington County	31.416059	-86.61397	-6	1	36474		
Repton	AL	Conecuh County	31.410205	-87.22474	-6	1	36475		
River Falls	AL	Covington County	31.356774	-86.54879	-6	1	36476		
Samson	AL	Geneva County	31.091359	-86.04782	-6	1	36477		
Uriah	AL	Monroe County	31.320897	-87.59607	-6	1	36480		
Vredenburgh	AL	Monroe County	31.821448	-87.34313	-6	1	36481		
Whatley	AL	Clarke County	31.614138	-87.63373	-6	1	36482		
Wing	AL	Covington County	31.03183	-86.70207	-6	1	36483		
Atmore	AL	Escambia County	31.090528	-87.49715	-6	1	36502,36503,36504		
Axis	AL	Mobile County	30.930065	-88.00103	-6	1	36505		
Bay Minette	AL	Baldwin County	30.875697	-87.76592	-6	1	36507		
Dauphin Island	AL	Mobile County	30.253557	-88.101463	-6	1	36508,36528		
Bayou La Batre	AL	Mobile County	30.401384	-88.24671	-6	1	36509		
Bon Secour	AL	Baldwin County	30.312316	-87.73468	-6	1	36511		
Bucks	AL	Mobile County	30.658865	-88.177975	-6	1	36512		
Calvert	AL	Washington County	31.161966	-87.99588	-6	1	36513		
Carlton	AL	Clarke County	31.375467	-87.78506	-6	1	36515		
Chatom	AL	Washington County	31.463383	-88.26781	-6	1	36518		
Chunchula	AL	Mobile County	30.965694	-88.18697	-6	1	36521		
Citronelle	AL	Mobile County	31.0753	-88.2633	-6	1	36522		
Coden	AL	Mobile County	30.383724	-88.18466	-6	1	36523		
Coffeeville	AL	Clarke County	31.790834	-88.06933	-6	1	36524		
Creola	AL	Mobile County	30.886317	-88.02806	-6	1	36525		
Daphne	AL	Baldwin County	30.620594	-87.88312	-6	1	36526		1763
Spanish Fort	AL	Baldwin County	30.684873	-87.89723	-6	1	36527,36577		
Deer Park	AL	Washington County	31.309194	-88.26036	-6	1	36529		
Elberta	AL	Baldwin County	30.377657	-87.56159	-6	1	36530		
Loxley	AL	Baldwin County	30.620944	-87.753091	-6	1	36531,36551		
Fairhope	AL	Baldwin County	30.512458	-87.88559	-6	1	36532,36533		
Foley	AL	Baldwin County	30.396876	-87.69616	-6	1	36535,36536		
Frankville	AL	Washington County	31.646087	-88.14188	-6	1	36538		
Fruitdale	AL	Washington County	31.375241	-88.41557	-6	1	36539		
Gainestown	AL	Clarke County	31.453836	-87.64373	-6	1	36540		
Grand Bay	AL	Mobile County	30.487783	-88.32722	-6	1	36541		
Gulf Shores	AL	Baldwin County	30.262276	-87.72784	-6	1	36542,36547		
Huxford	AL	Escambia County	31.216132	-87.461537	-6	1	36543		
Irvington	AL	Mobile County	30.479171	-88.23793	-6	1	36544		
Jackson	AL	Clarke County	31.508231	-87.88346	-6	1	36545		
Leroy	AL	Washington County	31.495691	-87.9626	-6	1	36548		
Lillian	AL	Baldwin County	30.393983	-87.45664	-6	1	36549		
Little River	AL	Baldwin County	31.242801	-87.76099	-6	1	36550		
Magnolia Springs	AL	Baldwin County	30.427641	-87.796011	-6	1	36555		
Malcolm	AL	Washington County	31.213801	-87.96228	-6	1	36556		
Millry	AL	Washington County	31.629578	-88.34737	-6	1	36558		
